operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.607026,-58.442438",340000,USD,5155216,340000,117,105,2905.98290598291,3238.09523809524,,4,,http://caballito.properati.com.ar/10b23_venta_departamentos_caballito_lavadero_parrilla_piscina_sum_lujoso_garage_migliorisi-propiedades_cy3
sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6442699,-58.5025351",156500,USD,2372915.6,156500,65,53,2407.69230769231,2952.83018867925,,3,,http://villa-luro.properati.com.ar/zr2e_venta_departamentos_villa-luro_balcon_garage_estrenar_cifarelli-constructora-inmobiliaria_b9g
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,90000,USD,1364616,90000,44,44,2045.45454545455,2045.45454545455,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/zhpp_venta_departamentos_pilar_300_lavadero_parrilla_piscina_luminoso_garage_placard_zampone-propiedades
sell,apartment,|Argentina|Capital Federal|Congreso|,"-34.6128141,-58.406721",74500,USD,1129598.8,74500,44,44,1693.18181818182,1693.18181818182,15,3,2000,http://congreso.properati.com.ar/g9c8_venta_departamento_congreso_catamarca_200
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,"-34.8339384,-58.4026432",140000,USD,2122736,140000,160,160,875,875,,4,,http://burzaco.properati.com.ar/ouhn_venta_casa_burzaco
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5819463286,-58.4478355242",108000,USD,1637539.2,108000,37,34,2918.91891891892,3176.47058823529,,1,2947,http://palermo.properati.com.ar/12t1o_venta_departamentos_palermo_balcon_gimnasio_hidromasaje_lavadero_parrilla_piscina_quincho_sum_luminoso_estrenar_filippo-propiedades_9im
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.623303,-58.42746",155000,USD,2350172,155000,,70,,2214.28571428571,,3,,http://caballito.properati.com.ar/12dqe_venta_departamentos_caballito_balcon_lavadero_garage_doble-circulacion_subte-linea-e_re-max-premium
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,100000,USD,1516240,100000,,70,,1428.57142857143,,3,,http://villa-luzuriaga.properati.com.ar/sazw_venta_ph_la-matanza
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Virrey del Pino|,"-34.843597,-58.645915",45000,USD,682308,45000,,80,,562.5,,3,,http://virrey-del-pino.properati.com.ar/12e10_venta_casa_virrey-del-pino_parrilla_luminoso_aire-acondicionado_re-max-alianza
sell,apartment,|Argentina|Capital Federal|Floresta|,"-34.6385816,-58.4834527",61000,USD,924906.4,61000,33,30,1848.48484848485,2033.33333333333,,1,,http://floresta.properati.com.ar/yjbo_venta_departamentos_floresta_balcon_baulera_lavadero_garage_molinari-masetto-inmobiliaria-y-estudio-juridico
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5836212,-58.5465156",180000,USD,2729232,180000,260,300,692.307692307692,600,,,,http://san-martin.properati.com.ar/yinx_venta_casa_san-martin_keops-propiedades_5nt
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,,,,,,,,,,,,http://nordelta.properati.com.ar/10f08_venta_departamentos_nordelta_balcon_baulera_lavadero_parrilla_piscina_sum_garage_tenis_aire-acondicionado_m-m-propiedades_bhs
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,"-34.4565764,-58.5342995",110000,ARS,109694.65,7234.65,58,58,124.735344827586,1896.55172413793,,,,http://beccar.properati.com.ar/12vvz_venta_departamentos_beccar_balcon_baulera_jardin_piscina_terraza_luminoso_garage_amenities_estrenar_syrah-global_di8
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,"-34.673417,-58.5898407",,,,,230,110,,,,3,,http://villa-luzuriaga.properati.com.ar/zjt4_venta_ph_villa-luzuriaga_lavadero_patio_stella-m-puglia-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,170000,USD,2577608,170000,410,80,414.634146341463,2125,,3,,http://ramos-mejia.properati.com.ar/s6va_venta_casa_la-matanza
sell,PH,|Argentina|Capital Federal|Caballito|,"-34.622632,-58.449411",105000,USD,1592052,105000,,51,,2058.82352941176,,4,,http://caballito.properati.com.ar/11xwy_venta_ph_caballito_parrilla_patio_terraza_re-max-urbana
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6078576,-58.5926307",91560,USD,1388269.34,91560,42,,2180,,5,2,,http://caseros.properati.com.ar/rjx3_venta_departamentos_caseros
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,,,,,,43,,,,2,,http://haedo.properati.com.ar/s98b_venta_departamentos_moron
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Martín Coronado|,"-34.5857501191,-58.5857855111",75000,USD,1137180,75000,,,,,,,,http://martin-coronado.properati.com.ar/h1pf_venta_ph_martin-coronado
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5156894758,-58.4749629918",175000,USD,2653420,175000,65,58,2692.30769230769,3017.24137931034,,2,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/10w0j_venta_departamentos_vicente-lopez_balcon_baulera_suite_parrilla_piscina_terraza_luminoso_garage_amenities_estrenar_solimano-dal-pos-inmuebles
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6469241422,-58.5846163307",140000,USD,2122736,140000,,,,,,,,http://haedo.properati.com.ar/11j3i_venta_ph_haedo_luminoso_garage_placard_adriana-nuti-estudio-inmobiliario
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.4885076,-58.5697705",269000,USD,4078685.6,269000,208,183,1293.26923076923,1469.94535519126,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/rgzz_venta_casa_bs-as-g-b-a-zona-norte_antartida-argentina_1500
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6285582,-58.5849308",170000,USD,2577608,170000,120,120,1416.66666666667,1416.66666666667,,4,,http://haedo.properati.com.ar/emiw_venta_casa_haedo
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.618771,-58.4319701",570000,USD,8642568,570000,246,231,2317.07317073171,2467.53246753247,,6,12000,http://caballito.properati.com.ar/12fe1_venta_departamentos_caballito_balcon_lujoso_dependencias_impecable_subte-linea-a_baigun-operaciones-inmobiliarias
sell,PH,|Argentina|Capital Federal|Floresta|,"-34.617321,-58.439614",125000,USD,1895300,125000,,67,,1865.67164179104,,3,,http://floresta.properati.com.ar/10zdj_venta_ph_caballito_parrilla_patio_re-max-total-ii
sell,house,|Argentina|Capital Federal|Mataderos|,"-34.6553463,-58.4967342",230000,USD,3487352,230000,182,310,1263.73626373626,741.935483870968,,,,http://mataderos.properati.com.ar/eton_venta_casa_mataderos
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.614114,-58.42711",105000,USD,1592052,105000,,53,,1981.1320754717,8,3,,http://caballito.properati.com.ar/11yf5_venta_departamentos_caballito_balcon_terraza_placard_aire-acondicionado_re-max-acci-oacute-n
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5757433274,-58.5643005207",110000,USD,1667864,110000,,225,,488.888888888889,,,,http://san-martin.properati.com.ar/efcd_venta_casa_san-martin
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.595408,-58.422031",260000,USD,3942224,260000,,140,,1857.14285714286,,3,,http://palermo.properati.com.ar/12e3z_venta_departamentos_palermo_baulera_lavadero_patio_toilette_vestidor_luminoso_re-max-vanguard
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Jose Marmol|,"-34.7907029,-58.3741662",90000,USD,1364616,90000,84,54,1071.42857142857,1666.66666666667,,,,http://jose-marmol.properati.com.ar/10c36_venta_casa_jose-marmol_patio_garage_luis-loray-negocios-inmobiliarios
sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.6207285492,-58.3687760228",78000,USD,1182667.2,78000,33,33,2363.63636363636,2363.63636363636,,,,http://san-telmo.properati.com.ar/11zgw_venta_departamentos_san-telmo_lavadero_luminoso_lujoso_amoblado_amenities_aire-acondicionado_vaira-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Munro|,"-34.5275,-58.5212",84000,USD,1273641.6,84000,44,44,1909.09090909091,1909.09090909091,,2,,http://munro.properati.com.ar/xh77_venta_departamentos_munro_balcon_baulera_sum_terraza_garage
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.932606,-57.933784",,,,,,,,,1,3,,http://la-plata.properati.com.ar/107p8_venta_ph_la-plata_balcon_lavadero_parrilla_patio_quincho_terraza_toilette_placard_re-max-diagonal
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5201509,-58.5060231",420000,USD,6368208,420000,0,250,,1680,,6,,http://olivos.properati.com.ar/11an6_venta_casa_olivos_jardin_lavadero_parrilla_patio_terraza_dependencias_garage_placard_azara-propiedades_9ik
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,190000,USD,2880856,190000,72,55,2638.88888888889,3454.54545454545,,1,,http://nordelta.properati.com.ar/rkxs_venta_departamentos_nordelta
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.62102509,-58.45553207",197500,USD,2994574,197500,,,,,,,,http://caballito.properati.com.ar/ziwq_venta_departamentos_caballito_balcon_gimnasio_lavadero_piscina_terraza_vista_lujoso_placard_estrenar_grupo-zeta-inmobiliaria
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.663673,-58.562634",,,,,0,,,,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/11ixf_venta_casa_ituzaingo_lavadero_toilette_vanesa-romera-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Belén de Escobar|,"-34.338067,-58.8025076",215000,USD,3259916,215000,600,198,358.333333333333,1085.85858585859,,,,http://belen-de-escobar.properati.com.ar/1127u_venta_casa_belen-de-escobar_durero_1500_hidromasaje_lavadero_parrilla_piscina_vestidor_garage_aire-acondicionado_jaime-roberto
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Ezeiza|Canning|,"-34.866206,-58.506998",120000,USD,1819488,120000,,20,,6000,,3,,http://canning-ezeiza.properati.com.ar/10mqk_venta_casa_solar-del-bosque_gimnasio_hidromasaje_piscina_vestidor_luminoso_sauna_garage_amenities_re-max-life
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|Ranelagh|,"-34.7925975755,-58.1972350797",170000,USD,2577608,170000,,,,,,,,http://ranelagh.properati.com.ar/10tyg_venta_casa_ranelagh_jardin_lavadero_parrilla_quincho_garage_aire-acondicionado_pavon-amorin-propiedades-arquitectura
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6036844,-58.3815591",125000,USD,1895300,125000,53,50,2358.49056603774,2500,,3,1200,http://almagro.properati.com.ar/12kme_venta_departamentos_almagro_luminoso_impecable_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_rcm-propiedades_c67
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6403338613,-58.597144837",129000,USD,1955949.6,129000,94,86,1372.34042553192,1500,,,,http://haedo.properati.com.ar/ubs6_venta_ph_haedo
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5518,-58.490947",1853460,ARS,1848315.66,121901.26,,39,,47524.6153846154,,2,,http://saavedra.properati.com.ar/rhyd_venta_departamentos_saavedra
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4811169,-58.5885441",599000,USD,9082277.6,599000,390,310,1535.89743589744,1932.25806451613,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/w9io_venta_casa_santa-catalina
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5475997,-58.7191958",,,,,,,,,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/kpb4_venta_departamentos_san-miguel
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,90000,USD,1364616,90000,,100,,900,,4,,http://villa-luzuriaga.properati.com.ar/s6du_venta_departamentos_la-matanza
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.618023,-58.4749482",84000,USD,1273641.6,84000,44,41,1909.09090909091,2048.78048780488,,2,,http://flores.properati.com.ar/xx3a_venta_departamentos_flores_balcon_sum_placard_estrenar_lexinton-propiedades_cbn
sell,store,|Argentina|Capital Federal|San Nicolás|,"-34.6066327388,-58.3901175339",170000,USD,2577608,170000,137,137,1240.87591240876,1240.87591240876,,,,http://san-nicolas.properati.com.ar/uszj_venta_local_san-nicolas
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5904489591,-58.5544718445",63000,USD,955231.2,63000,200,86,315,732.558139534884,,,,http://san-martin.properati.com.ar/vbnp_venta_ph_san-martin
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4724794,-58.5253407",590000,USD,8945816,590000,857,483,688.448074679113,1221.53209109731,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/xgl4_venta_casa_san-isidro_don-bosco_600
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Wilde|,"-34.7007139,-58.3151022",130000,USD,1971112,130000,72,,1805.55555555556,,,,,http://wilde.properati.com.ar/e9yd_venta_departamento_wilde
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4277023,-58.5764369",135000,USD,2046924,135000,60,75,2250,1800,4,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/wjin_venta_departamentos_tigre_enciso_1100
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús Oeste|,"-34.6979753,-58.395313",912070,ARS,909538.54,59986.45,43,43,1395.03372093023,21210.9302325581,7,1,,http://lanus-oeste.properati.com.ar/96xj_venta_departamento_lanus-oeste
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,55000,USD,833932,55000,,27,,2037.03703703704,,1,,http://haedo.properati.com.ar/s5w9_venta_departamentos_moron
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.630048,-58.468573",75000,USD,1137180,75000,,41,,1829.26829268293,,3,,http://flores.properati.com.ar/11mer_venta_departamentos_flores_balcon_garage_re-max-acci-oacute-n
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.64123,-58.6493846",550000,USD,8339320,550000,480,480,1145.83333333333,1145.83333333333,,,,http://castelar-moron.properati.com.ar/je51_venta_casa_castelar
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,450000,USD,6823080,450000,220,220,2045.45454545455,2045.45454545455,,,,http://nordelta.properati.com.ar/12o4u_venta_casa_nordelta_suite_lavadero_toilette_vestidor_dependencias_blanco-propiedades_dii
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,259000,USD,3927061.6,259000,1100,270,235.454545454545,959.259259259259,,,,http://benavidez.properati.com.ar/n7ru_venta_casa_benavidez_0
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6058514,-58.4538486",110000,USD,1667864,110000,49,43,2244.89795918367,2558.13953488372,,2,2,http://caballito.properati.com.ar/11pox_venta_departamentos_caballito_hidromasaje_terraza_luminoso_lujoso_goldstein-propiedades-srl_9yp
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5378669,-58.712337",110000,USD,1667864,110000,,83,,1325.30120481928,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/ei71_venta_departamento_san-miguel
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|Merlo|,"-34.6812131,-58.7556753",150000,USD,2274360,150000,1000,300,150,500,,6,,http://merlo.properati.com.ar/yp3o_venta_casa_merlo_alejandro-eiffel_200_suite_quincho_garage_placard_gustavo-piccione-propiedades_3lk
sell,store,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús Este|,"-34.711002,-58.3859177",690000,USD,10462056,690000,75,75,9200,9200,,,,http://lanus-este.properati.com.ar/r664_venta_local_lanus-este
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.583322,-58.446039",0,ARS,0,0,127,,0,,,3,,http://palermo.properati.com.ar/ifor_venta_cochera_palermo
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6516967,-58.5410846",85000,USD,1288804,85000,,,,,,,,http://ramos-mejia.properati.com.ar/10a3f_venta_ph_ramos-mejia_patio_terraza_dobler-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7387828209,-58.3916750375",95000,USD,1440428,95000,49,46,1938.77551020408,2065.21739130435,,2,1400,http://banfield.properati.com.ar/rvdb_venta_departamentos_banfield
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.636425,-58.630445",62000,USD,940068.8,62000,,60,,1033.33333333333,,2,,http://castelar-moron.properati.com.ar/113m6_venta_ph_moron_lavadero_patio_luminoso_garage_re-max-parque-ii
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5466334432,-58.4864857618",130000,USD,1971112,130000,65,65,2000,2000,,4,,http://saavedra.properati.com.ar/xx1s_venta_departamentos_saavedra_jardin_lavadero_luminoso_placard_lexinton-propiedades_cbn
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7261821,-58.2844287",,,,,346,202,,,,,,http://quilmes.properati.com.ar/12r1m_venta_casa_quilmes_balcon_lavadero_patio_terraza_garage_placard_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6144041,-58.5812894",47000,USD,712632.8,47000,157,90,299.363057324841,522.222222222222,,3,,http://caseros.properati.com.ar/uryr_venta_departamentos_caseros
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4762876,-58.5623028",580000,USD,8794192,580000,,345,,1681.15942028986,,5,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/820v_venta_casa_capital-federal
sell,PH,|Argentina|Capital Federal|Mataderos|,"-34.6509669,-58.5087109",,,,,158,123,,,,3,,http://mataderos.properati.com.ar/zobz_venta_ph_mataderos_baulera_lavadero_parrilla_patio_terraza_toilette_luminoso_garage_amoblado_impecable_placard_aire-acondicionado_mp-inmuebles
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.3451027987,-59.1908858248",32000,USD,485196.8,32000,,,,,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/yamz_venta_ph_bs-as-g-b-a-zona-norte_santiago-jannot-pilar
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,,110000,USD,1667864,110000,,60,,1833.33333333333,,,,http://san-justo-la-matanza.properati.com.ar/vnx4_venta_departamentos_san-justo
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,535000,USD,8111884,535000,260,235,2057.69230769231,2276.59574468085,,6,5000,http://nordelta.properati.com.ar/x5y1_venta_casa_nordelta
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.592822,-58.3847959",141700,USD,2148512.08,141700,41,37,3456.09756097561,3829.72972972973,1,,,http://recoleta.properati.com.ar/12v6n_venta_departamentos_recoleta_estrenar_subte-linea-h_subte-linea-c_lepore-propiedades-centro
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Villa Rosa|,,87800,USD,1331258.72,87800,0,81,,1083.95061728395,,,,http://villa-rosa.properati.com.ar/n4kk_venta_departamentos_villa-rosa_0
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Bella Vista|,"-34.5576531,-58.6671248",765000,ARS,762876.74,50313.72,0,,,,,,,http://bella-vista-san-miguel.properati.com.ar/kb1c_venta_departamentos_bella-vista
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6259903,-58.4514173",163000,USD,2471471.2,163000,61,61,2672.13114754098,2672.13114754098,6,3,2400,http://caballito.properati.com.ar/zvvk_venta_departamentos_caballito_balcon_gimnasio_lavadero_placard_estrenar_buyma-propiedades
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.58862,-58.391375",255000,USD,3866412,255000,,111,,2297.2972972973,,4,,http://recoleta.properati.com.ar/zpwi_venta_departamentos_balvanera_lavadero_toilette_luminoso_lujoso_dependencias_doble-circulacion_re-max-premium
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Villa Udaondo|,,,,,,,,,,,,,http://villa-udaondo.properati.com.ar/11gaa_venta_casa_villa-udaondo_suite_piscina_toilette_vestidor_luminoso_amoblado_r-tavella-inmuebles_cz9
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6449416709,-58.5754750251",80000,USD,1212992,80000,,,,,,,,http://ramos-mejia.properati.com.ar/w7x5_venta_departamentos_ramos-mejia
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,"-34.4561362,-58.526669",470000,USD,7126328,470000,500,266,940,1766.91729323308,,,,http://beccar.properati.com.ar/nclz_venta_casa_beccar_roca-gral-_400
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5811519,-58.5383606",85000,USD,1288804,85000,,,,,,,,http://san-martin.properati.com.ar/v00x_venta_ph_san-martin
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,"-34.481466,-58.505175",170000,USD,2577608,170000,70,70,2428.57142857143,2428.57142857143,,3,,http://acassuso.properati.com.ar/yse1_venta_departamentos_acassuso_balcon_lavadero_terraza_lujoso_garage_dic-propiedades_c80
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.501332,-58.496185",176400,USD,2674647.36,176400,,46,,3834.78260869565,,2,,http://olivos.properati.com.ar/cp29_venta_departamento_olivos_debenedetti_1400
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.575259,-58.422942",333500,USD,5056660.4,333500,,73,,4568.49315068493,,2,,http://palermo.properati.com.ar/ztze_venta_departamentos_palermo_baulera_suite_gimnasio_parrilla_piscina_quincho_sum_terraza_vestidor_luminoso_garage_amenities_puerto-madero
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.552512,-58.45229",116000,USD,1758838.4,116000,,44,,2636.36363636364,,1,,http://belgrano.properati.com.ar/10xmg_venta_departamentos_belgrano_luminoso_lujoso_estrenar_belgrano
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida Oeste|,"-34.5374942,-58.5225643",225000,USD,3411540,225000,322,282,698.757763975155,797.872340425532,,,,http://florida-oeste.properati.com.ar/12qg1_venta_casa_florida-oeste_suite_lavadero_parrilla_patio_toilette_vestidor_garage_placard_labate-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maschwitz|,,420000,USD,6368208,420000,1711,340,245.470485096435,1235.29411764706,,,,http://maschwitz.properati.com.ar/v9lt_venta_casa_maschwitz_0
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,248000,USD,3760275.2,248000,,,,,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/xysn_venta_casa_tigre_suite_parrilla_toilette_vestidor_dependencias_alta-patagonia-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|,"-34.6695852,-58.3567605",71000,USD,1076530.4,71000,40,40,1775,1775,,,,http://avellaneda-bs-as-g-b-a-zona-sur.properati.com.ar/snao_venta_departamentos_avellaneda
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6078576,-58.5926307",52000,USD,788444.8,52000,25,25,2080,2080,2,1,,http://caseros.properati.com.ar/urwb_venta_departamentos_caseros
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5757049,-58.5371255",135000,USD,2046924,135000,100,70,1350,1928.57142857143,,,,http://san-martin.properati.com.ar/12hce_venta_departamentos_san-martin_balcon_patio_impecable_placard_mattiassich-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,"-34.6625214,-58.5926429",65000,USD,985556,65000,,,,,,3,,http://villa-luzuriaga.properati.com.ar/xz6d_venta_casa_villa-luzuriaga_parrilla_terraza_gonzalez-propiedades_4xv
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,"-34.7195622,-58.2742685",350000,USD,5306840,350000,0,302,,1158.94039735099,,,,http://quilmes-bs-as-g-b-a-zona-sur.properati.com.ar/uoxa_venta_casa_quilmes
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.4830086,-58.5698832",2100000,USD,31841040,2100000,1783,650,1177.79024116657,3230.76923076923,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/pguu_venta_casa_bs-as-g-b-a-zona-norte_mansilla_1800
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|,,68738,USD,1042233.05,68738,30,28,2291.26666666667,2454.92857142857,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/12fmm_venta_ph_bs-as-g-b-a-zona-norte_bogado-cnel-felix_1600_laura-jorge-propiedades_aub
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4905405,-58.4889933",1250000,USD,18953000,1250000,1235,625,1012.14574898785,2000,,,,http://martinez.properati.com.ar/zond_venta_casa_martinez_colon_800_balcon_suite_parrilla_piscina_terraza_toilette_vestidor_vista_garage_aire-acondicionado_d-aria-propiedades_apb
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudad Jardín Lomas del Palomar|,"-34.6000767,-58.5887238",230000,USD,3487352,230000,180,180,1277.77777777778,1277.77777777778,,,,http://ciudad-jardin-lomas-del-palomar.properati.com.ar/g91v_venta_casa_ciudad-jardin-lomas-del-palomar
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,,230000,USD,3487352,230000,130,130,1769.23076923077,1769.23076923077,,4,,http://la-lucila.properati.com.ar/11flr_venta_casa_la-lucila_patio_terraza_garage_castro-feijoo-propiedades
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.580784,-58.490679",120000,USD,1819488,120000,54,46,2222.22222222222,2608.69565217391,,,1400,http://villa-urquiza.properati.com.ar/10dmq_venta_departamentos_villa-urquiza_balcon_luminoso_alvarez-dupot-capital-federal
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5801349,-58.409961",,,,,50,47,,,,2,,http://palermo.properati.com.ar/sl6f_venta_departamentos_palermo
