operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7152243,-58.2521738",,,,,306,155,,,,,,http://quilmes.properati.com.ar/12r51_venta_casa_quilmes_balcon_suite_jardin_lavadero_patio_toilette_garage_placard_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,store,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,"-34.9153219,-57.972836",,,,,,,,,,,,http://la-plata-bs-as-g-b-a-zona-sur.properati.com.ar/10zz5_venta_local_la-plata_garage_aire-acondicionado_jauregui-lorda-propiedades
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5638424,-58.4566327",,,,,46,41,,,,2,,http://belgrano.properati.com.ar/zq8q_venta_departamentos_belgrano_balcon_gimnasio_lavadero_piscina_sum_terraza_luminoso_lujoso_garage_amenities_interwin-marketing-inmobiliario_9ic
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.63888168,-58.70332336",97000,USD,1470752.8,97000,,,,,,,,http://ituzaingo.properati.com.ar/113ja_venta_casa_ituzaingo_garage_consultora-rojas
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.384296,-58.7262444",300000,USD,4548720,300000,320,220,937.5,1363.63636363636,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/r4np_venta_casa_bs-as-g-b-a-zona-norte_alberti_600
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.3945422143,-58.6458898378",279000,USD,4230309.6,279000,85,72,3282.35294117647,3875,,3,5900,http://nordelta.properati.com.ar/11oie_venta_departamentos_nordelta_balcon_suite_gimnasio_piscina_terraza_sauna_garage_amenities_mm-nordelta
sell,PH,|Argentina|Capital Federal|Agronomía|,"-34.5997125248,-58.4994284361",119500,USD,1811906.8,119500,60,54,1991.66666666667,2212.96296296296,,3,,http://agronomia.properati.com.ar/10sh0_venta_ph_agronomia_varela-jose-pedro_3300_patio_luminoso_placard_eduardo-bertolotti-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,"-34.6656689,-58.574403",130000,USD,1971112,130000,160,130,812.5,1000,,,,http://villa-luzuriaga.properati.com.ar/u0l5_venta_casa_villa-luzuriaga
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047969,-58.454126",108000,USD,1637539.2,108000,51,45,2117.64705882353,2400,4,2,,http://villa-crespo.properati.com.ar/zp7e_venta_departamentos_villa-crespo_lavadero_sum_garage_amenities_aire-acondicionado_estrenar_eduardo-bertolotti-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|San Miguel|,"-34.548418,-58.722911",78000,USD,1182667.2,78000,,100,,780,,3,,http://san-miguel-san-miguel.properati.com.ar/yc3k_venta_departamentos_san-miguel_lavadero_patio_toilette_luminoso_garage_re-max-parque-ii
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7380481,-58.3921693",250000,USD,3790600,250000,180,154,1388.88888888889,1623.37662337662,,5,,http://banfield.properati.com.ar/12ev0_venta_casa_banfield_piscina_quincho_toilette_garage_pitton-inmobiliaria
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6567047,-58.6152756",,,,,,,,,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/12h8q_venta_departamentos_moron_balcon_toilette_vestidor_lujoso_garage_amoblado_placard_julia-bravi-estudio-inmobiliario
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.41762936,-58.64575531",415000,USD,6292396,415000,240,240,1729.16666666667,1729.16666666667,,,,http://nordelta.properati.com.ar/zz3t_venta_casa_nordelta_balcon_baulera_suite_jardin_lavadero_parrilla_terraza_vestidor_impecable_azul-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,"-34.5354753,-58.4888926",390000,USD,5913336,390000,365,340,1068.49315068493,1147.05882352941,,5,,http://florida.properati.com.ar/y643_venta_casa_florida_hidromasaje_jardin_parrilla_piscina_terraza_vestidor_dependencias_placard_ruiz-propiedades_cd6
sell,house,|Argentina|Capital Federal|Barracas|,"-34.6319355,-58.3759036",220000,USD,3335728,220000,,,,,,,,http://barracas.properati.com.ar/u0b2_venta_casa_ituzaingo
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5595231,-58.4452115",180000,USD,2729232,180000,45,41,4000,4390.24390243902,,2,,http://belgrano.properati.com.ar/v2s2_venta_departamentos_belgrano
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5972656,-58.4117994",115000,USD,1743676,115000,33,30,3484.84848484848,3833.33333333333,,1,1000,http://barrio-norte.properati.com.ar/12te2_venta_departamentos_barrio-norte_balcon_parrilla_piscina_luminoso_garage_amenities_placard_estrenar_subte-linea-d_subte-linea-b_tovado-propiedades_dk1
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Muñiz|,"-34.5520831,-58.699256",160000,USD,2425984,160000,320,,500,,,,,http://muniz.properati.com.ar/10elf_venta_casa_muniz_lavadero_daniel-zunino-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.576209,-58.5835707",60000,USD,909744,60000,60,55,1000,1090.90909090909,,3,,http://tres-de-febrero.properati.com.ar/t4w1_venta_casa_tres-de-febrero
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.65808487,-58.64844513",135000,USD,2046924,135000,,,,,,,,http://castelar-moron.properati.com.ar/112gd_venta_ph_castelar_lavadero_piscina_garage_amoblado_placard_victor_d45
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,480000,USD,7277952,480000,321,311,1495.32710280374,1543.40836012862,,6,,http://ramos-mejia.properati.com.ar/z1ek_venta_casa_ramos-mejia_lenge-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6437552,-58.5558073",69000,USD,1046205.6,69000,55,42,1254.54545454545,1642.85714285714,,,,http://ramos-mejia.properati.com.ar/xlhw_venta_departamentos_ramos-mejia_balcon_lavadero_patio_quincho_terraza_placard
sell,PH,|Argentina|Capital Federal|Flores|,"-34.620707,-58.466191",,,,,,,,,14,4,,http://flores.properati.com.ar/12hky_venta_ph_flores_lavadero_patio_quincho_terraza_re-max-cosmopolita
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,68000,USD,1031043.2,68000,,28,,2428.57142857143,,1,,http://ramos-mejia.properati.com.ar/v99v_venta_departamentos_ramos-mejia
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|,"-34.6172694,-58.8481582",,,,,220,220,,,,,,http://moreno-bs-as-g-b-a-zona-oeste.properati.com.ar/pkji_venta_casa_moreno
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudadela|,"-34.6132101,-58.5760485",61000,USD,924906.4,61000,55,55,1109.09090909091,1109.09090909091,,,,http://ciudadela.properati.com.ar/11cpw_venta_ph_ciudadela_presbitero-rafael-san-pazelli_0_patio_remax-norte
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.7120552768,-58.3797168732",68000,USD,1031043.2,68000,0,1,,68000,,2,,http://lanus.properati.com.ar/106vp_venta_departamentos_lanus_patio_aldo-occhiuzzi-desarrollos-inmobiliarios_azh
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.580784,-58.490679",130000,USD,1971112,130000,50,40,2600,3250,,,1400,http://villa-urquiza.properati.com.ar/zv9c_venta_departamentos_villa-urquiza_balcon_parrilla_luminoso_alvarez-dupot-capital-federal
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,"-34.7351018248,-58.271642399",52500,USD,796026,52500,39,39,1346.15384615385,1346.15384615385,,,,http://quilmes-bs-as-g-b-a-zona-sur.properati.com.ar/zopg_venta_departamentos_quilmes_baulera_luminoso_aire-acondicionado_goldstrom-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,110000,USD,1667864,110000,,42,,2619.04761904762,,2,,http://ramos-mejia.properati.com.ar/utcy_venta_departamentos_ramos-mejia
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.3951537,-58.7146145",210000,USD,3184104,210000,2500,200,84,1050,,3,,http://nordelta.properati.com.ar/enef_venta_casa_tigre
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.5703371,-58.5513754",190000,USD,2880856,190000,150,100,1266.66666666667,1900,,3,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/war1_venta_casa_general-san-martin
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.5984651,-58.5900764",60000,USD,909744,60000,33,31,1818.18181818182,1935.48387096774,9,2,,http://caseros.properati.com.ar/uryb_venta_departamentos_caseros_avenida-libertador-general-san-martin_2600
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6514841,-58.5942821",270000,USD,4093848,270000,220,220,1227.27272727273,1227.27272727273,,,,http://haedo.properati.com.ar/jmua_venta_casa_haedo_concordia_900
sell,apartment,|Argentina|Capital Federal|Puerto Madero|,"-34.611141,-58.363414",610000,USD,9249064,610000,,120,,5083.33333333333,,4,,http://puerto-madero.properati.com.ar/11618_venta_departamentos_san-nicolas_balcon_suite_gimnasio_hidromasaje_lavadero_piscina_sum_terraza_toilette_luminoso_sauna_garage_amenities_impecable_re-max-puerto
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,320000,USD,4851968,320000,0,230,,1391.30434782609,,,,http://benavidez.properati.com.ar/n7f5_venta_casa_benavidez_0
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4465229,-58.6338743",145000,USD,2198548,145000,99,68,1464.64646464647,2132.35294117647,,3,,http://nordelta.properati.com.ar/zsjx_venta_departamentos_nordelta_nucifora-propiedades_crq
sell,PH,|Argentina|Capital Federal|Mataderos|,"-34.6614091,-58.5123285",110000,USD,1667864,110000,178,75,617.977528089888,1466.66666666667,,3,,http://mataderos.properati.com.ar/11biz_venta_ph_mataderos_lavadero_parrilla_terraza_placard_fj-lujan-propiedades
sell,apartment,|Argentina|Capital Federal|Floresta|,"-34.6269608,-58.4833222",50000,USD,758120,50000,,32,,1562.5,,,,http://floresta.properati.com.ar/nxgf_venta_departamentos_villa-sarmiento
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4559059,-58.908329",172000,USD,2607932.8,172000,760,140,226.315789473684,1228.57142857143,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/eguf_venta_casa_pilar
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4483939,-59.0065301",1581900,ARS,1580794.82,104257.56,93,,1121.04903225806,,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/zyo1_venta_casa_pilar_piscina_garage_tenis_amenities_santa-clara
sell,store,|Argentina|Capital Federal|,,180000,USD,2729232,180000,,120,,1500,,,,http://capital-federal.properati.com.ar/vhav_venta_local_liniers
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,120000,USD,1819488,120000,,80,,1500,,3,,http://haedo.properati.com.ar/10poy_venta_ph_haedo_patio_placard_gurruchaga-estudio-inmobiliario
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.600397,-58.560133",62000,USD,940068.8,62000,,38,,1631.57894736842,2,2,,http://caseros.properati.com.ar/11e68_venta_departamentos_tres-de-febrero_garage_re-max-oeste
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,1500000,USD,22743600,1500000,1473,500,1018.3299389002,3000,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/zh7q_venta_casa_bs-as-g-b-a-zona-norte_laprida_2200_suite_hidromasaje_parrilla_piscina_quincho_terraza_toilette_vestidor_sauna_dependencias_garage_meyer-propiedades-martinez
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,210000,USD,3184104,210000,114,82,1842.10526315789,2560.9756097561,3,,,http://nordelta.properati.com.ar/ojw4_venta_departamentos_nordelta_0
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.574537,-58.4554388",1713342,ARS,1708586.56,112685.76,39,36,2889.37846153846,47592.8333333333,,1,,http://colegiales.properati.com.ar/10gsx_venta_departamentos_colegiales_balcon_gimnasio_parrilla_piscina_quincho_sum_sauna_garage_amenities_aire-acondicionado_meet-invest-re
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5731012,-58.4611833",115000,USD,1743676,115000,38,35,3026.31578947368,3285.71428571429,3,2,1500,http://belgrano.properati.com.ar/12kvl_venta_departamentos_belgrano_balcon_lavadero_luminoso_losa-radiante_vivir-propiedades
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5708844,-58.433121",399000,USD,6049797.6,399000,76,0,5250,,,3,,http://belgrano.properati.com.ar/ulnt_venta_departamentos_belgrano
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Haras Santa Maria|,"-34.3465811483,-58.8602676812",295000,USD,4472908,295000,258,218,1143.41085271318,1353.21100917431,,5,,http://haras-santa-maria.properati.com.ar/u706_venta_casa_haras-santa-maria
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6100671,-58.4052545",85000,USD,1288804,85000,68,,1250,,3,3,1360,http://balvanera.properati.com.ar/vudf_venta_departamentos_balvanera_rivadavia-av-_2700
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.567786,-58.459211",255000,USD,3866412,255000,,81,,3148.14814814815,5,3,,http://belgrano.properati.com.ar/11eof_venta_departamentos_colegiales_balcon_jardin_toilette_garage_impecable_re-max-premium
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5081734,-58.4898049",89000,USD,1349453.6,89000,,,,,,,,http://san-martin.properati.com.ar/egje_venta_ph_san-martin
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4731222,-58.5155002",179000,USD,2714069.6,179000,0,79,,2265.82278481013,1,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/12p65_venta_departamentos_san-isidro_laprida_100_balcon_toilette_luminoso_garage_lencke-propiedades-martinez
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Isidro Casanova|,,,,,,,800,,,,,,http://isidro-casanova.properati.com.ar/sarr_venta_local_la-matanza
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5926054,-58.3908875",990000,USD,15010776,990000,230,203,4304.34782608696,4876.84729064039,,,,http://barrio-norte.properati.com.ar/12mem_venta_departamentos_barrio-norte_suite_dependencias_garage_subte-linea-d_subte-linea-h_inmobiliaria-calot
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,350000,USD,5306840,350000,360,240,972.222222222222,1458.33333333333,,4,,http://ramos-mejia.properati.com.ar/wokw_venta_casa_ramos-mejia
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|,"-34.5792295,-58.7562015",,,,,,,,,,,,http://moreno-bs-as-g-b-a-zona-oeste.properati.com.ar/p0ot_venta_casa_muniz
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,580000,USD,8794192,580000,1000,277,580,2093.86281588448,,,,http://benavidez.properati.com.ar/11zvf_venta_casa_benavidez_0_suite_lavadero_parrilla_patio_piscina_toilette_luminoso_impecable_ramos-l-j-nordelta
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,300000,USD,4548720,300000,760,180,394.736842105263,1666.66666666667,,,,http://benavidez.properati.com.ar/x68d_venta_casa_benavidez_400
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|Merlo|,"-34.7659477,-58.8404005",220000,USD,3335728,220000,350,265,628.571428571429,830.188679245283,,5,,http://merlo.properati.com.ar/yp0t_venta_casa_merlo_merlo_1900_suite_piscina_quincho_lujoso_dependencias_garage_gustavo-piccione-propiedades_3lk
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6558345,-58.6641927",95000,USD,1440428,95000,50,45,1900,2111.11111111111,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/yfod_venta_casa_moron_balcon_suite_gimnasio_parrilla_piscina_quincho_terraza_toilette_vestidor_garage_veronica-espinosa-negocios-inmobiliarios
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,55,,,,2,,http://ramos-mejia.properati.com.ar/v9cs_venta_departamentos_ramos-mejia
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,130000,USD,1971112,130000,76,80,1710.52631578947,1625,,3,,http://ramos-mejia.properati.com.ar/w2vv_venta_ph_ramos-mejia
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5348967502,-58.7107872963",,,,,,,,,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/eheu_venta_otro_san-miguel
sell,apartment,|Argentina|Capital Federal|Floresta|,"-34.6037137392,-58.3815808896",79000,USD,1197829.6,79000,0,40,,1975,,2,520,http://floresta.properati.com.ar/vbq1_venta_departamentos_floresta
sell,apartment,|Argentina|Capital Federal|Agronomía|,"-34.598681,-58.4824163",111000,USD,1683026.4,111000,44,41,2522.72727272727,2707.31707317073,,2,,http://agronomia.properati.com.ar/zt6y_venta_departamentos_agronomia_balcon_gimnasio_parrilla_piscina_terraza_luminoso_amenities_placard_aire-acondicionado_nucifora-propiedades_crr
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5775686,-58.496403",73000,USD,1106855.2,73000,34,31,2147.05882352941,2354.83870967742,,,,http://villa-urquiza.properati.com.ar/rk5k_venta_departamentos_villa-urquiza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4571206,-58.5336589",1850000,ARS,1844865.3,121673.7,0,55,,33636.3636363636,1,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/oldh_venta_departamentos_san-isidro_centenario-av-_2500
sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.6244409,-58.3742755",111359,USD,1688469.7,111359,52,47,2141.51923076923,2369.34042553192,,2,,http://san-telmo.properati.com.ar/115fz_venta_departamentos_san-telmo_gimnasio_piscina_sum_soldati-propiedades
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5404018,-58.4640592",480000,USD,7277952,480000,189,167,2539.68253968254,2874.25149700599,,4,11300,http://nunez.properati.com.ar/11xbl_venta_departamentos_nunez_balcon_suite_lujoso_dependencias_garage_placard_doble-circulacion_d-aria_93n
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.417629,-58.645755",380000,USD,5761712,380000,265,265,1433.96226415094,1433.96226415094,,,,http://nordelta.properati.com.ar/zz6z_venta_casa_nordelta_suite_jardin_lavadero_parrilla_piscina_toilette_dependencias_garage_placard_azul-propiedades
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.56822,-58.458337",3547000,ARS,3537155.32,233284.66,,75,,47293.3333333333,16,3,,http://belgrano.properati.com.ar/y1ix_venta_departamentos_belgrano_gimnasio_lavadero_parrilla_piscina_sum_electrogeno_amenities_proyectos
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.412061,-58.592105",150000,USD,2274360,150000,,120,,1250,,3,,http://tigre.properati.com.ar/1095j_venta_casa_tigre_baulera_jardin_lavadero_parrilla_toilette_luminoso_garage_re-max-uno
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Adrogué|,"-34.770813,-58.3625451",390000,USD,5913336,390000,,330,,1181.81818181818,,,,http://adrogue.properati.com.ar/f1bj_venta_casa_adrogue
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.894271,-58.060207",,,,,,,,,,5,,http://la-plata.properati.com.ar/101rc_venta_casa_la-plata_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_vestidor_vista_garage_aire-acondicionado_re-max-enfoque
sell,house,|Argentina|Capital Federal|Villa Lugano|,"-34.6886507,-58.465713",160000,USD,2425984,160000,,,,,,5,,http://villa-lugano.properati.com.ar/r84z_venta_casa_villa-lugano
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6036844,-58.3815591",52000,USD,788444.8,52000,23,,2260.86956521739,,,1,,http://san-cristobal.properati.com.ar/jzx2_venta_departamentos_san-cristobal_viamonte_300
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.608054178,-58.4549751703",192000,USD,2911180.8,192000,113,87,1699.11504424779,2206.89655172414,,4,2200,http://caballito.properati.com.ar/wgw8_venta_departamentos_caballito
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,490000,USD,7429576,490000,854,261,573.770491803279,1877.39463601533,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/11luq_venta_casa_bs-as-g-b-a-zona-norte_balcon_suite_lavadero_parrilla_piscina_terraza_toilette_vestidor_luminoso_vista_diaz-romero-marcelo-diaz-romero-cmsi-2662
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,,115000,USD,1743676,115000,47,42,2446.8085106383,2738.09523809524,,2,,http://florida.properati.com.ar/11ol2_venta_departamentos_florida_balcon_lavadero_luminoso_garage_latitud-ns_dck
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.617321,-58.439614",175000,USD,2653420,175000,,74,,2364.86486486486,3,4,,http://caballito.properati.com.ar/103ew_venta_departamentos_caballito_suite_luminoso_re-max-premium
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.597769,-58.42644",139000,USD,2107573.6,139000,,42,,3309.52380952381,8,2,,http://villa-crespo.properati.com.ar/vrjo_venta_departamentos_villa-crespo
